	GSM461176_untreat_single_featureCounts.counts	GSM461177_untreat_paired_featureCounts.counts	GSM461178_untreat_paired_featureCounts.counts	GSM461182_untreat_single_featureCounts.counts	GSM461181_treat_paired_featureCounts.counts	GSM461180_treat_paired_featureCounts.counts	GSM461179_treat_single_featureCounts.counts
FBti0062722	0	0	0	0	0	0	0
FBti0019752	1.50288776860448	1.55556202054777	1.51960865308797	2.50001000663058	0	0	0.524432254862352
FBti0064189	0	0	0	0	0	0	0
FBti0059651	24.5471668872065	23.3334303082165	21.2745211432315	28.3334467418132	25.8628884357645	14.9420621455475	19.403993429907
FBgn0260632	2246.31625147416	2016.0083786299	1955.73633652421	2463.3431932	1835.03351282329	1649.60366086844	1731.67530555549
FBgn0051890	0	0	0	0	0	0	0.524432254862352
FBgn0053853	0	0	0	0	0	0	0
FBgn0032720	116.724283361614	133.778333767108	155.000082614972	100.8337369341	145.324801686677	135.972765524482	124.81487665724
FBgn0002936	0	0	0	0	0	0	0
FBgn0053533	6.01155107441791	1.55556202054777	4.5588259592639	6.66669335101488	4.92626446395514	1.49420621455475	6.29318705834822
FBgn0023090	9.51828920116169	9.3333721232866	6.07843461235186	5.83335668213802	8.62096281192149	5.97682485821898	16.7818321555953
FBgn0058172	0	0	0	0	0	0	1.0488645097247
FBgn0085342	0	0	0	0	0	0	0
FBgn0051613	0	0	0	0	0	0	0
FBgn0053902	0	0	0	0	0	0	0
FBgn0267738	0	0	0	0	0	0	0.524432254862352
FBgn0031868	969.362610749887	905.3370959588	914.804409158955	960.003842546142	956.926872123285	966.75142081692	885.766078462512
FBgn0011708	1767.8969784684	1407.78362859573	1604.70673766089	1306.67189679892	1450.78488463479	1353.7508303866	1338.87554666358
FBgn0053745	0	0	0	0	0	0	0
FBgn0266164	0.500962589534826	0	0	0	0	0	0
FBgn0053306	2.50481294767413	6.22224808219107	0	0	3.69469834796635	1.49420621455475	2.62216127431176
FBgn0265069	0	0	0	0	0	0	0
FBgn0024244	4.50866330581343	0	1.51960865308797	1.66667333775372	0	0	2.09772901944941
FBgn0053281	0	1.55556202054777	0	0	1.23156611598878	2.98841242910949	1.0488645097247
FBgn0032588	1.00192517906965	0	0	0	0	0	2.62216127431176
FBgn0031468	7.01347625348756	9.3333721232866	3.03921730617593	0	4.92626446395514	2.98841242910949	3.67102578403646
FBgn0286735	0	0	0	0	0	0	0
FBgn0001970	5.51058848488308	15.5556202054777	7.59804326543983	1.66667333775372	9.85252892791027	8.96523728732847	8.39091607779763
FBti0064118	15.0288776860448	28.0001163698598	7.59804326543983	19.1667433841678	27.0944545517533	26.8957118619854	26.7460449979799
FBgn0010382	1271.44305223939	1535.33971428065	1244.55948687904	1127.50451299039	886.727603511925	951.809358671373	816.016588565819
FBgn0263467	1.50288776860448	0	0	1.66667333775372	0	0	1.57329676458705
FBgn0032453	1232.36797025567	1101.33791054782	1154.90257634685	1068.33760950013	1395.36440941529	1407.54225411057	1318.94712097881
FBgn0012018	0	0	0	0	0	0	0
FBgn0264890	0	0	0	0	0	0	0.524432254862352
FBgn0031749	6.51251366395273	3.11112404109553	3.03921730617593	8.3333666887686	6.15783057994392	4.48261864366424	8.39091607779763
FBgn0031360	439.845153611577	572.446823561578	688.382719848848	726.669575260622	777.118219188923	718.713189200833	608.341415640328
FBgn0263198	1840.53655395095	1731.34052886966	1580.39299921148	1481.67259726306	1625.6672731052	1618.22533036279	1542.35526155018
FBgn0262876	0.500962589534826	0	0	0	0	0	1.0488645097247
FBgn0014454	0	0	0	0	0	0	0
FBgn0260719	0	1.55556202054777	1.51960865308797	0.83333666887686	0	0	0
FBtr0472773_df_nrg	0	0	0	0	0	0	0
FBti0062645	0	0	0	0	0	0	0
FBgn0020443	5249.58697573544	5312.24430017062	5034.46346768043	5338.35470082516	5162.72515822498	5071.33589219881	5013.57235648408
FBgn0027453	793.023779233629	835.33680503415	779.559239034126	930.003722466575	842.391223336328	877.099047943636	754.133582492062
FBgn0262944	1.00192517906965	0	0	0	0	0	0
FBti0019758	25.0481294767413	23.3334303082165	33.4313903679352	13.3333867020298	7.3893966959327	37.3551553638686	38.807986859814
FBti0062984	2.0038503581393	6.22224808219107	1.51960865308797	7.50003001989174	11.0840950438991	11.953649716438	6.81761931321057
FBti0062799	0	0	0	1.66667333775372	0	0	0
FBgn0085195	0	0	0	0	0	0	0
FBti0062245	0	0	0	0	0	0	0
FBgn0019830	511.983766504592	662.669420753348	642.794460256209	651.669275061704	662.582570401966	669.404384120526	528.62771290125
FBti0059735	3.50673812674378	1.55556202054777	10.6372605716158	3.33334667550744	4.92626446395514	8.96523728732847	2.62216127431176
FBgn0011722	12993.9676473543	16198.0673199639	15411.8709596181	15306.7279339302	10468.3119859047	11367.9208803325	8298.61600094185
FBgn0264263	1.00192517906965	1.55556202054777	0	0	0	0	1.0488645097247
FBgn0027932	13655.2382655403	12220.4952334233	11372.7511597103	10755.8763851936	15435.2181316874	14589.4294789125	15266.7473712979
FBgn0031436	652.253291574343	609.780312054724	743.088631360015	650.002601723951	873.180376236048	791.929293714015	670.224421714085
FBgn0032157	927.281753228962	1003.33750325331	861.618106300876	1065.8375994935	1006.18951676284	1081.80529933764	1024.21619374617
FBgn0032129	0	0	0	0.83333666887686	0	0	0.524432254862352
FBgn0004797	232.446641544159	225.556492979426	182.353038370556	213.334187232476	105.914685975035	127.007528237153	192.466637534483
FBgn0031496	19.0365784023234	20.222306267121	18.2353038370556	18.3334067152909	16.0103595078542	17.9304745746569	21.5017224493564
FBti0060302	0	0	0	0	0	0	0
FBgn0024352	4198.06650030184	3196.67995222566	3727.60002602478	3692.51477979337	3745.19255872189	3633.90951379714	3981.48967891497
FBti0062013	0	0	0	0	0	0	0
FBgn0041627	472.407721931341	458.890796061591	463.480639191829	400.83493772977	615.783057994392	564.809949101694	583.168667406935
FBgn0265994	0	0	0	0	0	0	0.524432254862352
FBgn0262400	0	0	0	0	0	0	0
FBgn0265812	0	0	0	0	0	0	0
FBgn0031574	215.91487608951	253.556609349286	240.098167187899	305.834557477807	285.723338909398	236.08458189965	218.163818022738
FBti0062972	1.50288776860448	1.55556202054777	1.51960865308797	0.83333666887686	0	1.49420621455475	1.57329676458705
FBgn0031969	3799.80124162165	4587.35239859536	4808.04177837032	4935.01975308876	4134.36745137435	4195.73105046973	4021.87096253937
FBti0063581	5.51058848488308	0	1.51960865308797	0	0	0	2.62216127431176
FBgn0264347	0	0	0	0	0	0	0.524432254862352
FBgn0027949	1159.72839477312	1123.11577883549	1191.37318402096	1103.33774959296	1892.91712027476	1937.9854602775	1586.40757095861
FBgn0032853	0	0	0	0	0	0	0.524432254862352
FBti0019214	0.500962589534826	0	0	1.66667333775372	0	1.49420621455475	2.62216127431176
FBgn0032533	0	0	0	0	0	0	0
FBgn0032612	8.51636402209203	0	4.5588259592639	8.3333666887686	1.23156611598878	0	14.6841031361458
FBgn0065109	0	0	0	0	0	0	0
FBti0060900	0	0	0	0	0	0	0
FBti0019132	0	0	1.51960865308797	2.50001000663058	0	1.49420621455475	0
FBgn0051869	18.5356158127885	21.7778682876687	24.3137384494074	14.1667233709066	22.1681900877981	19.4246807892117	22.0261547042188
FBgn0028947	0.500962589534826	0	0	0	0	0	0
FBti0061396	0	0	0	0	0	0	0
FBti0063629	0	1.55556202054777	0	0	0	0	1.57329676458705
FBgn0005616	798.534367718512	861.781359383462	823.627889973677	810.836578817184	842.391223336328	883.075872801855	763.573363079584
